iter	Logloss
297	0.3720496084
298	0.3718240634
299	0.371722664
300	0.3716806826
301	0.3714624445
302	0.3714612218
303	0.3712352865
304	0.3712181451
305	0.3711691922
306	0.3710176758
307	0.3709906693
308	0.3709556072
309	0.3707605027
310	0.3705922829
311	0.3703704111
312	0.3703514686
313	0.3702024081
314	0.3699765367
315	0.3699144781
316	0.3698659113
317	0.3698634199
318	0.3697756042
319	0.3697119472
320	0.3694148749
321	0.3693581406
322	0.3691135755
323	0.3687309658
324	0.3685663317
325	0.3684200254
326	0.3682344777
327	0.368045214
328	0.3680415071
329	0.3677826
330	0.3676825332
331	0.3675597083
332	0.3673107252
333	0.3672614412
334	0.3670989736
335	0.3667590378
336	0.3667458007
337	0.3667015092
338	0.366514338
339	0.3664886155
340	0.3663932747
341	0.3663359468
342	0.3663354629
343	0.3663231562
344	0.3662349605
345	0.3661798421
346	0.366111923
347	0.3659528281
348	0.3656833416
349	0.3655284341
350	0.3652896045
351	0.3651845336
352	0.3651747168
353	0.3649640292
354	0.3648516473
355	0.3647880319
356	0.364609034
357	0.364366421
358	0.3643644009
359	0.3641745715
360	0.3639964487
361	0.3638957448
362	0.3638502051
363	0.3638489376
364	0.363677207
365	0.3634300709
366	0.3633827771
367	0.3633694363
368	0.3631555051
369	0.3627045903
370	0.3625193905
371	0.3625066018
372	0.3624731047
373	0.3622846873
374	0.3621976438
375	0.3619516141
376	0.3617393611
377	0.3616190986
378	0.3614030294
379	0.3613645493
380	0.3612248899
381	0.3611104544
382	0.3608225573
383	0.360613348
384	0.3604814353
385	0.3603575831
386	0.3601395472
387	0.3600128889
388	0.3599872499
389	0.3598610216
390	0.3598078274
391	0.3597119828
392	0.3597104163
393	0.3594943415
394	0.3593499727
395	0.3592813249
396	0.3591873539
397	0.3590944993
398	0.3589101411
399	0.3587473454
400	0.3585036822
401	0.3583627155
402	0.3583392732
403	0.3581251897
404	0.3581048789
405	0.3580425675
406	0.3578389078
407	0.3577551552
408	0.3577022577
409	0.3576115245
410	0.3575099853
411	0.357261742
412	0.3570204703
413	0.3569204301
414	0.3568786037
415	0.3568451837
416	0.3566267756
417	0.3564862944
418	0.3561853491
419	0.3561304124
420	0.3560943014
421	0.3559293155
422	0.3558265145
423	0.3558007298
424	0.3556492636
425	0.3555598149
426	0.3554742635
427	0.3553317181
428	0.3553235509
429	0.3552971517
430	0.3552971059
431	0.3552378274
432	0.3551282258
433	0.3550953216
434	0.3550035208
435	0.3548813483
436	0.3546975938
437	0.3546796605
438	0.3545397399
439	0.3545188503
440	0.3545108637
441	0.354503426
442	0.3543812566
443	0.354364053
444	0.3543517192
445	0.3543065598
446	0.3542581496
447	0.3542441739
448	0.3540271214
449	0.3537531039
450	0.3536994224
451	0.3534936739
452	0.3532494962
453	0.3530185561
454	0.3529751811
455	0.3529023153
456	0.3528446849
457	0.3527866124
458	0.3527265776
459	0.3525652851
460	0.3524638534
461	0.3524348311
462	0.3523840185
463	0.3523764887
464	0.3522880829
465	0.3520495985
466	0.3519527586
467	0.3518354854
468	0.3516452774
469	0.3514764169
470	0.3514641651
471	0.3513948668
472	0.3512764947
473	0.3511861607
474	0.3510673591
475	0.350993147
476	0.3509538881
477	0.3509456675
478	0.3508803724
479	0.3507664611
480	0.3506148497
481	0.3506148496
482	0.3505732496
483	0.3504168706
484	0.350392198
485	0.3503570659
486	0.3502520642
487	0.3499992365
488	0.3499814807
489	0.3498455417
490	0.349681469
491	0.3496509816
492	0.3496312396
493	0.3495377595
494	0.3494651751
495	0.349422585
496	0.349262052
497	0.349142345
498	0.3491423443
499	0.3490010748
500	0.3489686577
501	0.3488514076
502	0.3487949624
503	0.3487710614
504	0.3486757222
505	0.3486227512
506	0.3485575798
507	0.3485455763
508	0.3485379203
509	0.3483892385
510	0.3482586836
511	0.3481496125
512	0.3481303722
513	0.3481146894
514	0.3480382292
515	0.3479691715
516	0.3479092229
517	0.3478910488
518	0.347657293
519	0.3475734491
520	0.3475505615
521	0.3475007747
522	0.3474454704
523	0.3472072714
524	0.3470878704
525	0.3469188831
526	0.3468235678
527	0.3467739584
528	0.3467556518
529	0.346672055
530	0.3466604063
531	0.3465803967
532	0.3465547108
533	0.3464926137
534	0.3463990472
535	0.3462928516
536	0.3462789986
537	0.3460973552
538	0.3459756458
539	0.3459275113
540	0.3457963343
541	0.3457725079
542	0.3455873487
543	0.3455216968
544	0.345513471
545	0.3454436419
546	0.3453806241
547	0.345326164
548	0.345326164
549	0.3453261629
550	0.3451399785
551	0.3451203381
552	0.3450395446
553	0.3449355464
554	0.344902701
555	0.3448544054
556	0.344715302
557	0.344506287
558	0.3444633218
559	0.3443755565
560	0.3443706748
561	0.3443642641
562	0.3443063703
563	0.3441659459
564	0.344085495
565	0.3439417175
566	0.3439102268
567	0.3439042052
568	0.3438355088
569	0.3436459431
570	0.3435294814
571	0.3434548165
572	0.3434421732
573	0.3432432743
574	0.3432205946
575	0.3431735359
576	0.34296533
577	0.3429525384
578	0.3429452504
579	0.342802809
580	0.3427235354
581	0.3426069825
582	0.3426007292
583	0.3424949704
584	0.342397359
585	0.3423681218
586	0.3423623267
587	0.3423142024
588	0.3422963757
589	0.3421357063
590	0.341983606
591	0.3418760715
592	0.3418430801
593	0.3414616576
594	0.3412146525
595	0.3411916214
596	0.3409249376
597	0.3408418788
598	0.3408278384
599	0.3407884206
600	0.3406790033
601	0.340582997
602	0.3403718153
603	0.3402854077
604	0.3402728079
605	0.3401700521
606	0.3400828241
607	0.3400632128
608	0.3399502059
609	0.339883242
610	0.3398037406
611	0.3395057705
612	0.3395057686
613	0.3395041375
614	0.3394361696
615	0.3392935996
616	0.3392837784
617	0.3392360241
618	0.339209861
619	0.3388854889
620	0.3387991038
621	0.3387793604
622	0.3387116098
623	0.3385335651
624	0.338377888
625	0.3383353517
626	0.3382482668
627	0.3380453412
628	0.3379042345
629	0.3378123017
630	0.3377751517
631	0.3377332011
632	0.3376701341
633	0.3375128566
634	0.3374073459
635	0.3371534116
636	0.3371291308
637	0.3369447263
638	0.3368701606
639	0.3368649126
640	0.3367080645
641	0.3366104282
642	0.3366104277
643	0.3365170588
644	0.3363269941
645	0.3362658176
646	0.3361686574
647	0.3361686545
648	0.3359303756
649	0.3359171367
650	0.3359019841
651	0.335822648
652	0.3357882508
653	0.3357443598
654	0.3355185818
655	0.3353927255
656	0.3353265677
657	0.3352301082
658	0.3351835615
659	0.3350654478
660	0.3350133606
661	0.3348704565
662	0.3348642853
663	0.3347554148
664	0.3347465046
665	0.3346172766
666	0.3346111485
667	0.3345629735
668	0.3344656062
669	0.3343775953
670	0.3342502432
671	0.3341291597
672	0.3339813437
673	0.3338917634
674	0.333854038
675	0.3337382127
676	0.3337327253
677	0.3336989726
678	0.3336757226
679	0.3335199649
680	0.3334326981
681	0.3334240693
682	0.333347805
683	0.333261409
684	0.3331723
685	0.3331349906
686	0.3330591191
687	0.332967629
688	0.33293325
689	0.33287958
690	0.332811824
691	0.3328032726
692	0.3328032723
693	0.3327541966
694	0.3326071186
695	0.3325673203
696	0.3324140276
697	0.3324013025
698	0.3323770352
699	0.3321887185
700	0.3320913099
701	0.3320302991
702	0.3319622011
703	0.331861408
704	0.3318227622
705	0.3317902846
706	0.331759921
707	0.3317303005
708	0.3316719187
709	0.3316595284
710	0.3316206262
711	0.3315368942
712	0.3314715871
713	0.3313942175
714	0.3311286513
715	0.3310261072
716	0.331020689
717	0.3309292885
718	0.3307942872
719	0.3306901806
720	0.3306162383
721	0.3306083917
722	0.3304816012
723	0.3302285831
724	0.3301926735
725	0.3301528467
726	0.3301265737
727	0.3300740161
728	0.329931194
729	0.3298415408
730	0.3297975177
731	0.3296915281
732	0.3295883425
733	0.3295665578
734	0.329558922
735	0.329299501
736	0.3291959275
737	0.329190801
738	0.3291115213
739	0.3289211123
740	0.3288701083
741	0.3287804308
742	0.3287722055
743	0.3287647826
744	0.3287290641
745	0.3286738278
746	0.3285693959
747	0.3285038396
748	0.3284729262
749	0.3284656018
750	0.3282531215
751	0.3282478752
752	0.3281809131
753	0.3281404595
754	0.3279501757
755	0.3278829382
756	0.32775822
757	0.3277359983
758	0.3276635335
759	0.3275814223
760	0.3275548171
761	0.3275128598
762	0.3274944501
763	0.3273953109
764	0.3272462446
765	0.3271382643
766	0.3269755661
767	0.3268821075
768	0.3267343775
769	0.3266868433
770	0.3266338018
771	0.3264452311
772	0.3264406913
773	0.3262678636
774	0.326125997
775	0.3261191953
776	0.326058774
777	0.3259120029
778	0.3257739461
779	0.3257012223
780	0.3256794972
781	0.3256490609
782	0.3256358642
783	0.3255909447
784	0.3255349988
785	0.3255042449
786	0.3252623468
787	0.3251835775
788	0.325028223
789	0.324991928
790	0.324937829
791	0.3249204059
792	0.3247578839
793	0.3246119288
794	0.3244990573
795	0.3244926792
796	0.324461091
797	0.3243681025
798	0.3242804842
799	0.3242575105
800	0.3241999065
801	0.3240850774
802	0.3240342025
803	0.3240300215
804	0.3240006509
805	0.3238305414
806	0.3236655511
807	0.323378492
808	0.3231557547
809	0.3230972021
810	0.3229598214
811	0.3228886262
812	0.3228296927
813	0.3227783557
814	0.3226615441
815	0.3226575035
816	0.322441455
817	0.3222918464
818	0.3222006308
819	0.3221650157
820	0.3221606071
821	0.3221395174
822	0.3221013834
823	0.322035775
824	0.3218506277
825	0.3218091005
826	0.3216938645
827	0.3213801935
828	0.3213372449
829	0.3213313159
830	0.3212671935
831	0.3212159042
832	0.3211651371
833	0.3210133146
834	0.3207857746
835	0.3206929323
836	0.3206458036
837	0.3205408727
838	0.3205352026
839	0.320400915
840	0.3203523861
841	0.3203468915
842	0.3202995485
843	0.3202204009
844	0.3201991548
845	0.3201055416
846	0.3200616216
847	0.3200215878
848	0.3199881734
849	0.3199824364
850	0.3198959825
851	0.3197020527
852	0.3196676058
853	0.3195317909
854	0.3193828581
855	0.319302659
856	0.3192224311
857	0.3191054407
858	0.3190407368
859	0.3188540416
860	0.3187095047
861	0.3186400299
862	0.3185939125
863	0.318385497
864	0.3183092103
865	0.3182113832
866	0.318157936
867	0.3181532079
868	0.3179574971
869	0.3178719179
870	0.3176440349
871	0.3175693204
872	0.3174749824
873	0.3173367455
874	0.3172589974
875	0.3171651367
876	0.3171250786
877	0.3169282323
878	0.3169112107
879	0.3168816549
880	0.3168228936
881	0.316716668
882	0.316642339
883	0.3165404754
884	0.3164987033
885	0.3164287073
886	0.3162943632
887	0.3161962349
888	0.3160612354
889	0.315980914
890	0.3158895345
891	0.315827656
892	0.3156565243
893	0.3155078114
894	0.3154709686
895	0.3154461534
896	0.3153670951
897	0.3153302709
898	0.3151959458
899	0.3149220562
900	0.3149024029
901	0.3148614394
902	0.314826955
903	0.3147162224
904	0.3145259765
905	0.3144881852
906	0.3143981083
907	0.3143791784
908	0.3143117614
909	0.3141247917
910	0.3140348064
911	0.313938341
912	0.3138481948
913	0.3137546192
914	0.3136886264
915	0.313686021
916	0.3136414539
917	0.313533389
918	0.3134827978
919	0.3134304646
920	0.3133182129
921	0.3131665705
922	0.3131349408
923	0.3130689285
924	0.3130570237
925	0.3129574425
926	0.3128797704
927	0.3127982929
928	0.3127205626
929	0.3126643461
930	0.3125376988
931	0.3124823514
932	0.3123940127
933	0.3122602803
934	0.312153923
935	0.312018149
936	0.3119602226
937	0.3118508137
938	0.3115756863
939	0.3115551581
940	0.3113925985
941	0.311277907
942	0.3111869742
943	0.3109973144
944	0.3108898036
945	0.3108676091
946	0.3107337922
947	0.310672516
948	0.3105448598
949	0.3104699164
950	0.3103839082
951	0.3102970789
952	0.3101324098
953	0.3099220262
954	0.3098733698
955	0.3098428492
956	0.3097236699
957	0.3096260187
958	0.3095862103
959	0.3094780203
960	0.3094399382
961	0.3093706526
962	0.3093351006
963	0.3091166344
964	0.3090405931
965	0.3088574563
966	0.3087939663
967	0.3087064693
968	0.3085919765
969	0.3085283182
970	0.3085165632
971	0.3084326551
972	0.3084013926
973	0.3083443804
974	0.3082833625
975	0.3082250521
976	0.308209896
977	0.3081501581
978	0.3080261076
979	0.3079906375
980	0.3077730476
981	0.3076928262
982	0.3075942675
983	0.3075791129
984	0.3073865367
985	0.3072845145
986	0.307211434
987	0.3070866021
988	0.3070716826
989	0.3069444304
990	0.3066367951
991	0.3064907873
992	0.3064344739
993	0.3063685695
994	0.3062060268
995	0.3061317224
996	0.3060259774
997	0.3060109382
998	0.3059957631
999	0.3058442656
